,video_name,tag
65,wr_way_41.mp4,wrwaymp
66,wr_way_55.mp4,wrwaymp
67,wr_way_69.mp4,wrwaymp
68,wr_way_82.mp4,wrwaymp
69,wr_way_96.mp4,wrwaymp
70,wr_way_97.mp4,wrwaymp
71,wr_way_83.mp4,wrwaymp
72,wr_way_68.mp4,wrwaymp
73,wr_way_54.mp4,wrwaymp
74,wr_way_40.mp4,wrwaymp
75,wr_way_56.mp4,wrwaymp
76,wr_way_42.mp4,wrwaymp
77,wr_way_95.mp4,wrwaymp
78,wr_way_81.mp4,wrwaymp
79,wr_way_80.mp4,wrwaymp
80,wr_way_94.mp4,wrwaymp
81,wr_way_43.mp4,wrwaymp
82,wr_way_57.mp4,wrwaymp
83,wr_way_53.mp4,wrwaymp
84,wr_way_47.mp4,wrwaymp
85,wr_way_90.mp4,wrwaymp
86,wr_way_84.mp4,wrwaymp
87,wr_way_85.mp4,wrwaymp
88,wr_way_91.mp4,wrwaymp
89,wr_way_46.mp4,wrwaymp
90,wr_way_52.mp4,wrwaymp
91,wr_way_78.mp4,wrwaymp
92,wr_way_44.mp4,wrwaymp
93,wr_way_50.mp4,wrwaymp
94,wr_way_87.mp4,wrwaymp
95,wr_way_93.mp4,wrwaymp
96,wr_way_100.mp4,wrwaymp
97,wr_way_92.mp4,wrwaymp
98,wr_way_86.mp4,wrwaymp
99,wr_way_51.mp4,wrwaymp
100,wr_way_45.mp4,wrwaymp
101,wr_way_79.mp4,wrwaymp
102,no_wr_way_49.mp4,nowrwaymp
103,no_wr_way_61.mp4,nowrwaymp
104,no_wr_way_75.mp4,nowrwaymp
105,no_wr_way_74.mp4,nowrwaymp
106,no_wr_way_60.mp4,nowrwaymp
107,no_wr_way_48.mp4,nowrwaymp
108,no_wr_way_76.mp4,nowrwaymp
109,no_wr_way_62.mp4,nowrwaymp
110,no_wr_way_89.mp4,nowrwaymp
111,no_wr_way_88.mp4,nowrwaymp
112,no_wr_way_63.mp4,nowrwaymp
113,no_wr_way_77.mp4,nowrwaymp
114,no_wr_way_73.mp4,nowrwaymp
115,no_wr_way_67.mp4,nowrwaymp
116,no_wr_way_98.mp4,nowrwaymp
117,no_wr_way_99.mp4,nowrwaymp
118,no_wr_way_66.mp4,nowrwaymp
119,no_wr_way_72.mp4,nowrwaymp
120,no_wr_way_64.mp4,nowrwaymp
121,no_wr_way_70.mp4,nowrwaymp
122,no_wr_way_58.mp4,nowrwaymp
123,no_wr_way_59.mp4,nowrwaymp
124,no_wr_way_71.mp4,nowrwaymp
125,no_wr_way_65.mp4,nowrwaymp
126,no_wr_way_0.mp4,nowrwaymp
127,no_wr_way_16.mp4,nowrwaymp
128,no_wr_way_17.mp4,nowrwaymp
129,no_wr_way_1.mp4,nowrwaymp
130,no_wr_way_3.mp4,nowrwaymp
131,no_wr_way_29.mp4,nowrwaymp
132,no_wr_way_15.mp4,nowrwaymp
133,no_wr_way_14.mp4,nowrwaymp
134,no_wr_way_28.mp4,nowrwaymp
135,no_wr_way_2.mp4,nowrwaymp
136,no_wr_way_10.mp4,nowrwaymp
137,no_wr_way_6.mp4,nowrwaymp
138,no_wr_way_38.mp4,nowrwaymp
139,no_wr_way_39.mp4,nowrwaymp
140,no_wr_way_7.mp4,nowrwaymp
141,no_wr_way_11.mp4,nowrwaymp
142,no_wr_way_13.mp4,nowrwaymp
143,no_wr_way_5.mp4,nowrwaymp
144,no_wr_way_4.mp4,nowrwaymp
145,no_wr_way_12.mp4,nowrwaymp
146,no_wr_way_9.mp4,nowrwaymp
147,no_wr_way_23.mp4,nowrwaymp
148,no_wr_way_37.mp4,nowrwaymp
149,no_wr_way_36.mp4,nowrwaymp
150,no_wr_way_22.mp4,nowrwaymp
151,no_wr_way_8.mp4,nowrwaymp
152,no_wr_way_34.mp4,nowrwaymp
153,no_wr_way_20.mp4,nowrwaymp
154,no_wr_way_21.mp4,nowrwaymp
155,no_wr_way_35.mp4,nowrwaymp
156,no_wr_way_31.mp4,nowrwaymp
157,no_wr_way_25.mp4,nowrwaymp
158,no_wr_way_19.mp4,nowrwaymp
159,no_wr_way_18.mp4,nowrwaymp
160,no_wr_way_24.mp4,nowrwaymp
161,no_wr_way_30.mp4,nowrwaymp
162,no_wr_way_26.mp4,nowrwaymp
163,no_wr_way_32.mp4,nowrwaymp
164,no_wr_way_100.mp4,nowrwaymp
165,no_wr_way_33.mp4,nowrwaymp
166,no_wr_way_27.mp4,nowrwaymp
167,no_wr_way_68.mp4,nowrwaymp
168,no_wr_way_40.mp4,nowrwaymp
169,no_wr_way_54.mp4,nowrwaymp
170,no_wr_way_83.mp4,nowrwaymp
171,no_wr_way_97.mp4,nowrwaymp
172,no_wr_way_96.mp4,nowrwaymp
173,no_wr_way_82.mp4,nowrwaymp
174,no_wr_way_55.mp4,nowrwaymp
175,no_wr_way_41.mp4,nowrwaymp
176,no_wr_way_69.mp4,nowrwaymp
177,no_wr_way_57.mp4,nowrwaymp
178,no_wr_way_43.mp4,nowrwaymp
179,no_wr_way_94.mp4,nowrwaymp
180,no_wr_way_80.mp4,nowrwaymp
181,no_wr_way_81.mp4,nowrwaymp
182,no_wr_way_95.mp4,nowrwaymp
183,no_wr_way_42.mp4,nowrwaymp
184,no_wr_way_56.mp4,nowrwaymp
185,no_wr_way_52.mp4,nowrwaymp
186,no_wr_way_46.mp4,nowrwaymp
187,no_wr_way_91.mp4,nowrwaymp
188,no_wr_way_85.mp4,nowrwaymp
189,no_wr_way_84.mp4,nowrwaymp
190,no_wr_way_90.mp4,nowrwaymp
191,no_wr_way_47.mp4,nowrwaymp
192,no_wr_way_53.mp4,nowrwaymp
193,no_wr_way_45.mp4,nowrwaymp
194,no_wr_way_51.mp4,nowrwaymp
195,no_wr_way_79.mp4,nowrwaymp
196,no_wr_way_86.mp4,nowrwaymp
197,no_wr_way_92.mp4,nowrwaymp
198,no_wr_way_93.mp4,nowrwaymp
199,no_wr_way_87.mp4,nowrwaymp
200,no_wr_way_78.mp4,nowrwaymp
201,no_wr_way_50.mp4,nowrwaymp
202,no_wr_way_44.mp4,nowrwaymp
